client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
1daf2b5b57d192f8fec4725399b4374e3e68e821f9ccb58c5239e588190bd82c977fbb11b8fe55809b14416d2ca42755a2a46ed9c8bf9f1e9055149889147639	common_voice_ca_35204275.mp3	Molts pressupostos s’han perdut, ha afegit.	2	0				ca	
1e7fb77e0b776473854edc5f69cf37f9a4b6ef004be371cc0afa78fe8fff08cba7a28ba8213c99d6fde2efe4da94e472bcb90886aec66d912faa698f28ca12c2	common_voice_ca_34987428.mp3	El vint-i-tres de maig en Martí vol anar d'excursió.	2	0				ca	
1f50d4bd740c1cd439904a56e64e59a67cb5e9965e1d3e0a9774873492630da9340046c584f13a19ff08713155863433a1a1e0dbc7adafcf2fc1136acbaa5459	common_voice_ca_35104913.mp3	Nedes sense cap símbol d'Espanya.	2	0				ca	
274663066bce8adff793558c0aa0a5cb64b033cb67670a302200bcd7e12da89a9b01082685dc2093513fb7290a35a912922c452ee4e4c9846f4ea4f5b8d9a32a	common_voice_ca_35330685.mp3	A altres països, el sufisme segueix vigent i els antics khanqahs encara es fan servir.	2	0	fifties	male	central	ca	
2a68c3ec313735bd2105bae3ebb992d58f3f5c527e7135b79ac66a96a2cdbc541fddf4ba0af89a71ee7661a6a393de65ed5596024981a16f41ac1aa6242ee787	common_voice_ca_34984847.mp3	Presentà arguments a favor de la seva posició.	2	0				ca	
2aa75a6e963c05667675f27208926711d3473f11c6554928520938b7a0c693918229fc2d09179841d46a52c6752f9eab8468c55821a2ac828d02365c3f6e0295	common_voice_ca_35143069.mp3	En qualsevol altra ocasió	2	0			central	ca	
2ac71d38b2bde0e5aa3d01aa4d577c32d8a2a7bdc86fa051a9cb28ff55e50936d803ec90e754754a9b3ff4efd29d29c59fa022319361fa989eeb812508bcee7b	common_voice_ca_35201389.mp3	La seva mare va renunciar a reclamar el cos.	2	0	fourties	female		ca	
2ad834e26cd3e2d8dc470ad4086e1da284959d5c968cf5b2910155fb44ef63e1b9af75a3b6304889f71e3a485102af373d902ffbed72f744d7a9df33c61ffdc5	common_voice_ca_35332849.mp3	Dimarts en Blai i na Rita iran a Àger.	2	0				ca	
2d128465ed3dc12b5c83349fac24b4bcece69b777e586f020cf3a1ecbe4ce30afe81745a0dd721b241c442a40e9c8ba06b41b241b13dd7ca81d6e7f8575ee80e	common_voice_ca_35048855.mp3	Tanmateix, restaran dues incògnites per resoldre.	2	0				ca	
2eaf2249da450601ed5e67a80ccef762310f9d5d8dcc046fa558dac65f704a0a4f6b21a05982097daa501a1ad2f568b2898c2c5915411cc4d4bbb4d722d2caff	common_voice_ca_34999076.mp3	Dimarts en Nel i na Clàudia iran a Vidreres.	2	0				ca	
2f5536ba6dc7d8e76ec8a5246235aed684faac48f165350b5a44652704514d7aedca474fbba37786bd502025a29c98c100b326711bf109af66b555c3a916e020	common_voice_ca_36180923.mp3	El vint-i-nou de febrer en Gaël irà a la biblioteca.	2	0	fifties	female	central	ca	
2fcac4aee475e85951b76710ff4084bea6de820cc6b2a5e7247f7785cd2efb6d8f689ede3b59c12bdfd64abcc071da175e3ee8dae300075949eb5811d1c39f56	common_voice_ca_36180715.mp3	El vint-i-tres de maig na Cira anirà al metge.	2	0	teens	male		ca	
30bb04d90cbf764de3cc9829d098acbdd747ed10136d18f2dcaa7d9251d7102fe579de44b780b83964e665e007a1de901a2fe58087053712d298344493ac3040	common_voice_ca_35063815.mp3	Per Cap d'Any en Sol anirà a Badalona.	2	0				ca	
32506e8c23f506d8efed0c6ad1f5b1680f6be4cc506cdac831ab781754e89ae8b25e3a1478df0f9ed0ac917f5737082e230540676f9a3f3d1f1a1e0660217969	common_voice_ca_34970268.mp3	Telefona al sis, noranta-nou, cinquanta-tres, trenta-vuit, vuitanta-tres.	2	0				ca	
352df52e2716e3c818b9207f1e8a9059aa0b88582d91b749149f63c3b440ae17cb024db655ddafbb4748808653faa65cc33d63db0d4d1ead6c05914738f8d548	common_voice_ca_35346044.mp3	Aquestes eleccions s’han convertit en un plebiscit entre la democràcia o l’autoritarisme.	2	0				ca	
35819c9bd45715f6ec427d086fb96b3e51b9fd9b82f3f2f419f61479d08daac39a3682e66c12c996ec39d9257b1a00bde7484c801c9a766f5753c9de57b26ee5	common_voice_ca_35012004.mp3	Passes el ganivet amb xocolata.	2	0				ca	
3baf91964125f5dfae4fba6e0662bb352c137a012a63db785cfec865647d4dfccbb6253dc6b51109703668550182ea5902366167532df90a2734b54f97e0caa3	common_voice_ca_35270727.mp3	Els fans sovint fan referència a Gov't Mule simplement com a "Mule".	2	0				ca	
450179f68070926e1777f8870b79c7ae811587354c7cfb31abfe9892927af284e31930f1ae84429abb591155e376d254fa2638056094b97fb1d78388d3314d33	common_voice_ca_35282717.mp3	Quant dura el trajecte en autobús fins a Cabacés?	3	0	thirties	female		ca	
469135add42c82c0f7785a899486305731738cb6c72cb26228618ef2d7c3dd9485c3fb9145bdafbc44bc505c5a1a2d2dcdf4fef518eaba0196cbebc1987f6a1b	common_voice_ca_35322438.mp3	Inclou els pobles d'All Saints, South Elmham i Sant Nicholas, South Elmham.	2	0				ca	
49104c10fc8744b2734add1a6d03f8d3eb081fa645b9ec80171f6647beda6fb1640b8b12d4577461b3f3768830d1f6168c6cb765c24daa1a425df0534068d119	common_voice_ca_35267249.mp3	En acabar els estudis, Noonan va treballar com a granger abans de dedicar-se a la política.	2	0				ca	
4b395c9fa8438a293379c7cb3fe71d309e3b25e8ba6fbbd72ed72419ebf29e23d0cc904a2a2a2812ecee0d86ad8a6fbc5fcb0dd1dc99effd73e761585f0ed190	common_voice_ca_35057319.mp3	Els dos arbres de dependència mostren la manera en què les estructures basades en la dependència són inherentment endocèntriques.	2	0			central	ca	
4b907ee4bb07266e68f08f995c8700318fb6839b032a68a057a862d9db42bcf0710ec8fced478d63c6f0c16c6553f33f69cae167522114110e2ccfe0ece15466	common_voice_ca_35220570.mp3	Em dic Manal Monsalve: ema, o, ena, essa, a, ela, ve baixa, e.	2	0				ca	
4c68521f12c126a6b98a53526a722e7cf4aa8e52fc75e6e4843d94401c336363232265a41c4cf28d62b14ee931cd796a08aedf7389057a5301fb828e70cfa014	common_voice_ca_35190921.mp3	Quan van designar un arbitratge la vídua i els feligresos de Sarrià?	2	0				ca	
4cd58d0c0c834f182306b59d2ba78510bb14f42a69c159888c1bce2747445b1d699981dbc1485fd7d23bbc19d48664770aebb66ffad047a8b3b789fff1da0729	common_voice_ca_36406696.mp3	Per Sant Jordi na Sibil·la i na Núria volen anar a Bausen.	4	0	sixties	female	central	ca	
4de9f262eee7ee7d24ef8933af4610a1c5b97ff055c4fd0f97868e338a017308d460f4b003b74bd2aba7789153593f3b986b814fd93f2e4dfa5b55594fb17c55	common_voice_ca_36309630.mp3	Jordi es degué formar amb Joan Serrat, mestre de la Seu de Vic.	2	0	twenties	male	central	ca	
4ffea89daf6307d562228c4014a49512f65298c10b8dc0609d3b95c124a18d7f84022b3cb82b56cbf9b78af4e9afad21b57db1f792ac362b55ed7409cba9d78c	common_voice_ca_34968892.mp3	Diumenge na Bet vol anar a la platja.	2	0				ca	
507f5325c0c339066e6d6c51602edaf084b9d8b0bdee2b638ec1aec6a318f40cf80a21f9ff97c60eceadd24bf507c57fc282ec7936a026f6b5d885a3f0f01228	common_voice_ca_35012926.mp3	Això dignifica la política i enforteix la democràcia, ha afegit.	2	0				ca	
50dab2995d7ecd1b51040d9d916f349a53d080e9634ebc13addb478bfd37f8d7de9b4bc8adad82f9e0469f63be7a28d05b4867b5e45afe08c0d3e80618097bce	common_voice_ca_35045043.mp3	Poeta improvisador, a Mallorca i a Menorca.	2	0				ca	
5109b5f72db59a368233cfce746d515f50a159806a2de041dbb545a53993836c37f8349d99e062d150a1a0cd60e6d9e1fdc222d9cf1365d2653bddb92037d939	common_voice_ca_34982948.mp3	La gent dirà qualsevol cosa per detenir el dolor, ha subratllat.	2	0	fourties	female		ca	
5243566a7d90ee87d4d68dee3c41c17fa6fb215343305d1aab8c2bb28f132eda451b73ebed08d46849bea0af31c996f56c0829ff86998fde528cfa95c532ffb2	common_voice_ca_34980366.mp3	En total hi haurà setze actuacions de vint-i-sis artistes diferents.	2	0				ca	
55d07aa65f076f0828efaf10371a79d6a5fa18aadc9d182c87b10ac96abace183d63e4b3b673c2e9c46a6d033bc5931964cfc1913a8cd48b263b840d7b038d31	common_voice_ca_36405570.mp3	El dinamisme de la composició es completa amb les múltiples i delicades corbes del vestit.	2	0				ca	
566421aac857296836c825c69361941b02ac13168ca081601ba2773f6f216dcc5c9aa6a949c062b37ef9118a7b376e5c75127685cce3f3024e55a20c1318eaee	common_voice_ca_35510818.mp3	Juga de centrecampista i davanter, i el seu actual equip és el Real Oviedo.	2	0				ca	
57f580236a30571a3d34c7f46144201c9c60df65d7c9b319a6e7f75584cfac37697d9b18634357ada558fb51b30c0cfb2669841426a881e95a705a72be64a909	common_voice_ca_36408227.mp3	La resta és literatura...	3	0	sixties	female	balear,mallorquí	ca	
580d381225d4835c92103923166c172da9f46e56177f58827e45391ffafc20df97d1fec98f4a63bea35a0264c57c1d7933c4656dfae0a56d8622561baaadb6c9	common_voice_ca_34975820.mp3	Per Sant Jordi na Cira i en Llop volen anar al metge.	2	0				ca	
5a1278adb03fc86be8c32eac42f43adcf9f2ea31573c51f24349acf7490bf3a65b501a47c39c6066b2b3ae09a4cdaef6313224b7c331bc324a916089d0b20143	common_voice_ca_35416224.mp3	Ha estat conseller assessor de la Generalitat Valenciana i de la Junta d'Andalusia.	2	0	thirties	male	central	ca	
5a536d4e08c3c736cd9130ae5ffee01f5747f390190d38ba46746124ac6af021ec0e2b4975b642280c9e72661529c679eb5d61b6917082fcf4cf968b5d7535ff	common_voice_ca_35327940.mp3	En conseqüència, també fa propaganda electoral en castellà, italià, anglès i grec.	2	0				ca	
5c25466763cc6513cbe78164f0dd83bf8a8681088a62037a208907d156103176de3e4c6a750893a393f8e6673885e819c3d0b52c5eb0c83fdb79bedd9d696238	common_voice_ca_36456310.mp3	Llavors se submergeix fins a la cintura i més enllà.	2	0				ca	
5d3141f899feca01f4f80947ef6d34c6ed23e7297c9c407c049357bf384eef3ea9d5438ddfbf0e4c34f344d420e70489ef9f7df15d5af6db9be7452205c05cf3	common_voice_ca_35128904.mp3	Com ho puc fer per anar al carrer Luis Antúnez cantonada Sèquia?	2	0				ca	
5de008387138d2260cc7402a7fc848639d8bf72f761bc8a7c7636a02b03c1e98489b30ab75306409559f645b01aa6f346413e35a26a51c46cc4af4906a542540	common_voice_ca_35087204.mp3	A més, es convocaran proves selectives per a comptar amb ‘els millors professionals’.	6	0			balear,mallorquí	ca	
5e3baccfa3325ef3c179238e964ecb7517347f4fed051eeb3cf0f519acdad44812496199aec064683f229edec79b7bcbc144501dd8cf60df1e67f9c729a1ec66	common_voice_ca_35012082.mp3	I si parlam de turisme, també parlam de situació d’empreses.	2	0				ca	
5e5f8ac2b11551a714d0cddf84383b570534499d8d77602709785901d21ce403ee8919120ed256adffb49d63079c6b28cc5a832a4e0a905749e09509ccc47d11	common_voice_ca_34938394.mp3	Aquí no va durar més de set anys la dictadura genocida.	2	0				ca	
601ba34dd1c13a5caa98749324edca2ee13b5b6e032fe948792d03706f0ea26ad6912c60f65ee94b9f9979f5ac8b3b830e8ca6256c286eb49bc270a00ed4768b	common_voice_ca_35070838.mp3	Brodem amb relleu amb fil d'or, i no pas llençols.	2	0				ca	
6155b928f589daea229d05139bd77e4d2cfd2e2b95ff278a3472433257845dc5de36dbf2808aac3354c390ab61bdc3c990b3e66515357c59c5beb1ef377095c8	common_voice_ca_35838586.mp3	Ho devia treure del mateix prospecte.	2	0				ca	
616facaa181bdffbcacd90651ae43ef86a3b39734dc097ba67d9a121f3a031ac193d78b03d5c801058cdd9e3ac3fe515774dc0074f2d7c94dbbc362489a99669	common_voice_ca_35003348.mp3	Dimarts na Dúnia i na Ramona aniran a Pradell de la Teixeta.	2	1				ca	
62cc20b67532162c7302ec8ab5b5458ddc72699e6a5b5d79ae9d744a953309669efbc0d9f2f588bcb6df75125cb2ef96a077dc4325d82dd9a1f38359a025b430	common_voice_ca_35631833.mp3	Per Sant Jordi na Bruna i na Judit aniran a Catarroja.	2	0	fifties	male	central	ca	
638a35542fe1c902948872903c878064ea2812dbad46e3a83e5d882b40d580434424e5496169e36e87d1a3927c49d89fa8e4772df402584c0bb7ee7059e8a6dc	common_voice_ca_35020557.mp3	Dilluns na Dolça irà a Iàtova.	2	1				ca	
674f5bade03480219772827f5c4b092097a41b1157ae86ec3fb8b9538c8c21bc3cad15824a990aa3a7b6c079ff1a359c8831cf5784169807bdf00ee59ecc0676	common_voice_ca_35006877.mp3	El nou d'octubre en Martí i en Grau iran a Suera.	2	0				ca	
68c1bcc814dd287bfeb7aa02abf101f24f5293c33e0f55542700afcac5d09b744907d1c5bd3657a6f5a0e66e7ebf84794ed02105ccd8b29b064013c072be4a9d	common_voice_ca_36471397.mp3	He d'anar al carrer de la Mare Eterna amb tren.	2	0	sixties	male	central	ca	
6925ccc34af58e75f6331bd9a7e38a000f3d00666fac0affddf08ab9004432b5bceac82ecbed2312a1bfd768844af367416b3e26ddf6ff1ebcc2ef7dbd66fb8e	common_voice_ca_34978810.mp3	Dimarts en Roc i na Thaís volen anar a Lleida.	2	0				ca	
69c5b23012baa432c3a8ca3071c2505912f916eda79ffeb7c7ea8c7236215e00c4c289a3e4ba299bbd96311cf1623d65f4ade1e55d695e5d547ab7c3802c34a6	common_voice_ca_35182625.mp3	Era el que em mantenia literalment amb vida.	2	0				ca	
6c47006a0430138627ec66388a6e9de2dcad8af8b7dc922323994931aa2665b062865e13fd5657e4d76d69cb8aa78b51ba22cf081903a358e53699ff41639cb4	common_voice_ca_36298912.mp3	Després d'aquest incident, sembla que no es menciona Anne Overall.	2	0				ca	
6faf14539b65c61b61b433bc1e67455290fd622c0c23983ea7e13366ac1ece5a87d830074fcf3f4e7cff1cb7773dcea6c1ed00f3efb1563e39c9ab54018a4299	common_voice_ca_34990112.mp3	Hi ha dos aspectes que considero molt importants en les propostes que fa.	2	0				ca	
703e9b6143668622bc6c7b6abd8e7807b69a9f356ff1ad096b42c7c1de1b6f6c3068d7f8d4873f756df335337672991d512515f9d16bbdf5a5a4daa553189db6	common_voice_ca_35177870.mp3	El nou d'octubre en Blai irà a Capafonts.	2	0				ca	
78bcd604f6d9234ae5d9a50aa8b68f13d102fff18fcbf2fd85808a3b1e340104482993d0e3c1cf176a7c201771c6f8b0581def6f20e414124142349d0518aff1	common_voice_ca_36331581.mp3	Demà passat en Gil vol anar a la biblioteca.	2	0	fourties	male	central	ca	
78e9ae5a3919b7249a70c7360e8d1908982bcb74a4f2c974ce1439eb7b802e3a2dc525ae20c68a6b5276a9fe0e835054f1fa73e0ecd1c8152f6ad291481d985e	common_voice_ca_35095455.mp3	Demà na Nàdia i na Nora iran a la Nou de Gaià.	3	0				ca	
79d401c0e10eaf02eb7692bb07b76a8a8443410dd11cdbdabeea88b0370bb94feb0349f3f39fa4a02c4f034bc68b6c4c110e1cb8274d4d819f7f6f7a67486dd3	common_voice_ca_34967219.mp3	Apunta el sis, trenta-cinc, trenta-cinc, cinquanta-sis, seixanta-nou com a telèfon de l'Irai Povedano.	2	0				ca	
7e1492fd91db5081b6e6904eff0bc33275a7e16ba30593210ace175a339990b3a5d5386328a3e669b3b079595da8e2bbc8d7fc50907f9ecbd367d2fdaed52c46	common_voice_ca_35283522.mp3	Entretinguda com la història recent de la telefonia mòbil.	2	0				ca	
82182fe033831176b573c035fb7b51be169f8b300c5f2b0a30ccae6bd93fe787a957e099cd8f1f63ee69f41b942153144da52e4b1687a9ee639bd20cbb65dc7c	common_voice_ca_34972595.mp3	Demà en Joan i en Marc aniran al cinema.	2	0				ca	
821fc1c945d389fb195963e145874db83ecc1437319190692100dccbe943fe652b63c7e8e235375df18788ba5bb0788dd12de44e6e8007fd3a0d17f9468722f8	common_voice_ca_35157201.mp3	No crec que la política espanyola doni per gaire més.	3	0				ca	
82534427c7f1c6ccb10be40d6eac524563983780ba6ff5f289c426e5aab78000570fc64717f9de5e29f36e239790af7adad810e0bd59398d3d721819279fc297	common_voice_ca_35055981.mp3	El mag no li contesta.	3	0				ca	
8279caffcba09a50313e578d5d6aaef01b6cdcfc7555506fa2b5aa9ba4718587b2a811af83ed58e104a2537203d35ff7ffd138ccfb9f1cae07c4f231332e5f02	common_voice_ca_35055545.mp3	De cop i volta es posa a demanar la efa a crits, enfervorit.	2	0	twenties	female	nord-occidental	ca	
84520e415afa485e9fb8ab84ac006fa495353a22ec85073f21bf3c9391236644a752a18550140e7727093150e012db7ba26080e7dc1ff7c08acc2563cfd02bd7	common_voice_ca_35268481.mp3	Es va unir a Stephen House i Bernard Hogan-Howe units com a mecenes.	2	0	twenties	male	central	ca	
8788ff777a2a0659ccaa41d16fbba36c542ea813023518fa9afc2777f3e1eb8fa5877147b604088be47145e1e77216fa1ea2063ce7ea8d2039e708d12ebbde59	common_voice_ca_34967328.mp3	Ara que veig que saps comptar zeros, anem al tema.	2	0	teens	male		ca	
87e259079baae8ca2aafe2c4fc40e38e8ab19117d91810e4849549d4f0e7118f53db41d70217182cbc5ae2e7812cc57aca5e5d70c7d062d916088bf288bee45b	common_voice_ca_36195063.mp3	La dolenta dels contes infantils.	3	0				ca	
880558f67a78dae842dfb2a296055a0183e224d02007dc3044b7f90f58a5e89bde7166da368d379d6185e89a2bba3bba054ee59360d5a400aa412240b249653e	common_voice_ca_35225511.mp3	Les plantes són molt decoratives amb fullatge i branques platejats.	2	0				ca	
88ba831c41a40af641ad851baa82b1194934cb9b61ca21b9bdd239e67eab4ec4b54c10bc5dfe713e643ce464505bd5af3e3cc994498edca1b035ffb886b7c28b	common_voice_ca_35129132.mp3	A les representacions diplomàtiques o oficines consulars d'Espanya a l'estranger.	6	0	fifties	male	balear,menorquí	ca	
8902e3b41bfad880b8802d482e4b2f1f8af85a497a931e4f264c342d7ab2f5a18fe27f1ba58c823f5e9a44cd77f2eb629ca4dc9fe6a14544770a1e5bb67a2a89	common_voice_ca_35295037.mp3	Pareja mantenia una correspondència periòdica amb John Steinbeck.	3	0				ca	
89511c5b3e65b68bac9afc43043b657ee890d736b209ccf0a01bd5ad5b1b4227ebe00467dbe2d4859c72bf566d1aa6a4f97ba76f6a74b008b2d592d498029904	common_voice_ca_35244834.mp3	El seu govern es va desenvolupar amb contínues confrontacions amb els emirs.	2	0				ca	
89a391019ba35cfbe3bd2a0324a8bcbdd7a6b670035d39ac70faebc0428cf8f601b2ca71494c1326e871fa741a5e67d4d359cbbe38787955a0ba3b1ff69bba6b	common_voice_ca_35017259.mp3	A primera hora ha caigut aiguaneu que més tard s’ha convertit en neu.	2	0	fourties	male	valencià	ca	
89f361de0e25983bcbd9d8bd2fc2455b174932aff04c6ba113b90b554dc9ffcf2bed4d0db53b05d1bf6e34cc846d597ef3b054b726f447770318dbed799c3f88	common_voice_ca_34931399.mp3	Dimecres na Queralt i na Mireia aniran a la platja.	2	0	fourties	male		ca	
8b52ee9d660faff6d324a62681f8fe88e658e7994a7feca46c0631f99de32306567ccd6e5991081ff2c46328eaba329016e1b3db7000e860c040b28452716bf2	common_voice_ca_34967368.mp3	El mestre de la vagància.	2	0				ca	
8c8dfe8a57d7bebfe025148d1fdd0523a01f8574e7159dce503ad44e74a2e78271df931f98a77176c9783a11cac0215fb295524efc71b2c6a881dc4940f7717f	common_voice_ca_35028095.mp3	Posteriorment atorgà al Piemont el lideratge teòric d'aquests països italians.	2	0				ca	
919192953db80df43e05752469a2f2cc1211dbeddfa18961e061b9f94b4f6e767e0c75c3d44e8a19f15acedca3df303f95713e52b4e9cf290b86410bc9b2bb3a	common_voice_ca_34972496.mp3	Demà en Nil va a Benassal.	3	0				ca	
93ab2d1d85945bb0ad9ef6a71d04cee052ca87a18a1b4c22b70413a4331afac49adb0077d2a8c7f8aa9e268fbd794302ffec754f6a6e21d04d008ac73dbeba69	common_voice_ca_35109953.mp3	Si la demanda supera la oferta de places, cal ampliar-les.	3	0				ca	
94c537231f62227215213f784cb50a3e7b791a794f1a4716fa58d1175b9ca8be9df9947ef773c722a9554dcdcf9f968d32bdcbda3cf6dead7dca4bf0eebbe564	common_voice_ca_35012265.mp3	Quin és el camí més curt per anar al carrer de Daoíz i Velarde número trenta-tres?	4	0			central	ca	
96c84c7c66b310b164bb3aa8b0cfa5bde4962f6e040bab0b25c4bfe48ddcdfc268960baec2cfb19a5e7d6c3d72875bfbfc0ac8fdc1b72044a2b9916fee8519d3	common_voice_ca_34972855.mp3	Canut s'aixeca amb dificultats de la cadira de rodes.	4	0			balear	ca	
9709ef18146dca29e8da24fea9fcc9f26804ae74b95a659090a980cece3c4b8e27d699c94a41a36079f929463e0f0a5bf759337dd511a57c32b9e2f99bb0cdcd	common_voice_ca_35249972.mp3	Demà en Quixot i en Milos iran a la Pobla Tornesa.	2	0				ca	
97143a3db3cebd3d6a5985e33be99040fcd16cbec3c18f403d62a0b5f89d8263dbcbd2f33845b48f5fc44bea2c285e613f9c8fd4d533a920aad3c7fa311977c8	common_voice_ca_35245853.mp3	El govern ha marcat perfil gràcies a la persecució reeixida dels autors dels atemptats.	2	0				ca	
97679def7032179662646816abc12f74fc693fb02c43675a2d5407e58be6dacd1eb483d1bf46f66c5103de3a649211c29e1127dca473e13b02dcd5e7df719cc0	common_voice_ca_35291503.mp3	Dimecres na Tura vol anar a Cabanabona.	3	0	fifties	female		ca	
996b2783b044b5aaebcff1d63f47083b3aeb136927870196589e47defa3fb36b13fab517b2d16b632bad0b48d10a50a6640f02531989a45d94ede13560634d42	common_voice_ca_34959101.mp3	El motor dels interessos de molts creadors, dirigents i personalitats de l'esfera pública.	2	0				ca	
99c1f4e34b66f012d31e1d8eff200f7065d80b60fd20282b4953e26c92fef69f25f170477e009d8dee1cbbaf175041a475bf857189a1d752ad08f182564ad36d	common_voice_ca_35048892.mp3	El vint-i-tres de maig na Martina va a Vespella de Gaià.	2	0				ca	
9bf26ffd6bc9a47492355da16c1a1dfe58b9ae8ca2b46b8df25cf7e72629a9f80778b78a0648bbb17640b8712d1e3d0ee95ee1f2c1891dfe2bdfb1d66b608ca2	common_voice_ca_34936314.mp3	Aquest toca el sac de gemecs.	2	0				ca	
9c5fdeda4fcc7fe49c2d188d5630c7169f93344ada535f05e0bac48420cec93dedf21bcd813bde2b68da095977166785a7d27ba6d4783484a32c375e3d135adc	common_voice_ca_35046013.mp3	Les ciutats europees encara tenen al davant un llarg recorregut.	2	0				ca	
9cb118ab0ca2d6ab50d024e58a663d657c25d6b984064b490e5314265794949abfec2e414fa52cc22dc37f149cfc60f9a0ea3f29351e0ec4184ef139d86d9642	common_voice_ca_35167660.mp3	Pot ser la primera dona a presidir el govern d’Espanya, ha dit.	2	0				ca	
9f773d02d8f32018922a287f7ffc84508105613d40d82b839649eebaa61260edc120495e233e4625405e5c88a207a5376037700a221efc021eed430bd1d88c4c	common_voice_ca_35771030.mp3	Els agricultors d'Akposso conreen cacau i cafè com a cultiu d'efectiu.	3	0				ca	
9ff758564228302598341256c16f69781f7d50b74ca4d17989862d13c6d383451995144f3063667e290284ac30337b468082fbedecdd2f3646ffcaf99d324d69	common_voice_ca_35185079.mp3	Fou aprovat per un setanta-cinc per cent dels assistents.	2	1	teens	female		ca	
a1b54c68be5b1a7a5c5e2f8b0b51c4bed4847b7265044a461387fb47298804f1fb29487162f182ef6684aba0984b68306c7440351c98bcb82e5f97292c2be8d5	common_voice_ca_36329684.mp3	Dimecres en Marc i na Noa aniran a Callosa d'en Sarrià.	2	1	sixties	female		ca	
a1ec84473d72af85f52edef0dfcec634191c5198ab79941ca3d68527cf76c9415935255f97584c1906eebed2b149ccb52993a59b65cce9548b7a2481008b00ca	common_voice_ca_35112931.mp3	Hi ha una majoria de diputats, em sembla a mi.	2	0				ca	
